Loc_Name,Park,Park_Code,State_MMI,Stream_Name,Gradient,Ecoregion,Unit_Code,State_MMI.1,Stream_Gradient,variable,mean,se,N
HOFU_02,Hopewell Furnace,HOFU,PRRIBI,Baptism Creek,High gradient,Northern Piedmont,HOFU,PRRIBI,High,Velocity Depth Regime,16.2,0.734846923,5
HOFU_02,Hopewell Furnace,HOFU,PRRIBI,Baptism Creek,High gradient,Northern Piedmont,HOFU,PRRIBI,High,Sediment Deposition,14.2,0.583095189,5
HOFU_02,Hopewell Furnace,HOFU,PRRIBI,Baptism Creek,High gradient,Northern Piedmont,HOFU,PRRIBI,High,Channel Flow Status,16,0.547722558,5
HOFU_02,Hopewell Furnace,HOFU,PRRIBI,Baptism Creek,High gradient,Northern Piedmont,HOFU,PRRIBI,High,Channel Alteration,19.4,0.6,5
HOFU_02,Hopewell Furnace,HOFU,PRRIBI,Baptism Creek,High gradient,Northern Piedmont,HOFU,PRRIBI,High,Riffle frequency,14.6,0.509901951,5
HOFU_02,Hopewell Furnace,HOFU,PRRIBI,Baptism Creek,High gradient,Northern Piedmont,HOFU,PRRIBI,High,Vegetation,16.8,0.8,5
HOFU_02,Hopewell Furnace,HOFU,PRRIBI,Baptism Creek,High gradient,Northern Piedmont,HOFU,PRRIBI,High,Bank Stability,15.2,0.583095189,5
HOFU_02,Hopewell Furnace,HOFU,PRRIBI,Baptism Creek,High gradient,Northern Piedmont,HOFU,PRRIBI,High,Riparian Veg Zone,20,0,5
HOFU_02,Hopewell Furnace,HOFU,PRRIBI,Baptism Creek,High gradient,Northern Piedmont,HOFU,PRRIBI,High,Total Score,162.2,3.120897307,5
PETE_03,Petersburg Battlefield MP,PETE,CPMI,Harrison Creek,Low gradient,Coastal,PETE,CPMI,Low,Epifaunal Substrate,10.14285714,0.508432298,7
PETE_03,Petersburg Battlefield MP,PETE,CPMI,Harrison Creek,Low gradient,Coastal,PETE,CPMI,Low,Pool Substrate,7.571428571,0.996592835,7
PETE_03,Petersburg Battlefield MP,PETE,CPMI,Harrison Creek,Low gradient,Coastal,PETE,CPMI,Low,Pool Variability,8.428571429,1.360272082,7
PETE_03,Petersburg Battlefield MP,PETE,CPMI,Harrison Creek,Low gradient,Coastal,PETE,CPMI,Low,Sediment Deposition,7,0.690065559,7
PETE_03,Petersburg Battlefield MP,PETE,CPMI,Harrison Creek,Low gradient,Coastal,PETE,CPMI,Low,Channel Flow Status,11.14285714,0.828899771,7
PETE_03,Petersburg Battlefield MP,PETE,CPMI,Harrison Creek,Low gradient,Coastal,PETE,CPMI,Low,Channel Alteration,17.14285714,0.633530224,7
PETE_03,Petersburg Battlefield MP,PETE,CPMI,Harrison Creek,Low gradient,Coastal,PETE,CPMI,Low,Channel Sinuosity,13.42857143,1.306706927,7
PETE_03,Petersburg Battlefield MP,PETE,CPMI,Harrison Creek,Low gradient,Coastal,PETE,CPMI,Low,Vegetation,10.28571429,0.521640531,7
PETE_03,Petersburg Battlefield MP,PETE,CPMI,Harrison Creek,Low gradient,Coastal,PETE,CPMI,Low,Bank Stability,10.14285714,0.704697552,7
PETE_03,Petersburg Battlefield MP,PETE,CPMI,Harrison Creek,Low gradient,Coastal,PETE,CPMI,Low,Riparian Veg Zone,15,0.654653671,7
PETE_03,Petersburg Battlefield MP,PETE,CPMI,Harrison Creek,Low gradient,Coastal,PETE,CPMI,Low,Total Score,110.2857143,6.457606389,7
PETE_10,Petersburg Battlefield MP,PETE,CPMI,Gravelly Brook,Low gradient,Coastal,PETE,CPMI,Low,Epifaunal Substrate,15,0.730296743,6
PETE_10,Petersburg Battlefield MP,PETE,CPMI,Gravelly Brook,Low gradient,Coastal,PETE,CPMI,Low,Pool Substrate,15,0.632455532,6
PETE_10,Petersburg Battlefield MP,PETE,CPMI,Gravelly Brook,Low gradient,Coastal,PETE,CPMI,Low,Pool Variability,16.33333333,0.210818511,6
PETE_10,Petersburg Battlefield MP,PETE,CPMI,Gravelly Brook,Low gradient,Coastal,PETE,CPMI,Low,Sediment Deposition,16.83333333,0.600925213,6
PETE_10,Petersburg Battlefield MP,PETE,CPMI,Gravelly Brook,Low gradient,Coastal,PETE,CPMI,Low,Channel Flow Status,18.16666667,0.401386486,6
PETE_10,Petersburg Battlefield MP,PETE,CPMI,Gravelly Brook,Low gradient,Coastal,PETE,CPMI,Low,Channel Alteration,20,0,6
PETE_10,Petersburg Battlefield MP,PETE,CPMI,Gravelly Brook,Low gradient,Coastal,PETE,CPMI,Low,Channel Sinuosity,18,1.632993162,6
PETE_10,Petersburg Battlefield MP,PETE,CPMI,Gravelly Brook,Low gradient,Coastal,PETE,CPMI,Low,Vegetation,20,0,6
PETE_10,Petersburg Battlefield MP,PETE,CPMI,Gravelly Brook,Low gradient,Coastal,PETE,CPMI,Low,Bank Stability,20,0,6
PETE_10,Petersburg Battlefield MP,PETE,CPMI,Gravelly Brook,Low gradient,Coastal,PETE,CPMI,Low,Riparian Veg Zone,20,0,6
PETE_10,Petersburg Battlefield MP,PETE,CPMI,Gravelly Brook,Low gradient,Coastal,PETE,CPMI,Low,Total Score,179.3333333,2.905932629,6
RICH_02,Richmond Battlefield MP,RICH,CPMI,Trib. of Chickahominy River,Low gradient,Coastal,RICH,CPMI,Low,Epifaunal Substrate,9.333333333,0.954521404,6
RICH_02,Richmond Battlefield MP,RICH,CPMI,Trib. of Chickahominy River,Low gradient,Coastal,RICH,CPMI,Low,Pool Substrate,9.333333333,0.666666667,6
RICH_02,Richmond Battlefield MP,RICH,CPMI,Trib. of Chickahominy River,Low gradient,Coastal,RICH,CPMI,Low,Pool Variability,9.333333333,0.494413232,6
RICH_02,Richmond Battlefield MP,RICH,CPMI,Trib. of Chickahominy River,Low gradient,Coastal,RICH,CPMI,Low,Sediment Deposition,4.333333333,0.802772972,6
RICH_02,Richmond Battlefield MP,RICH,CPMI,Trib. of Chickahominy River,Low gradient,Coastal,RICH,CPMI,Low,Channel Flow Status,9,1.861898673,6
RICH_02,Richmond Battlefield MP,RICH,CPMI,Trib. of Chickahominy River,Low gradient,Coastal,RICH,CPMI,Low,Channel Alteration,17.83333333,0.654047229,6
RICH_02,Richmond Battlefield MP,RICH,CPMI,Trib. of Chickahominy River,Low gradient,Coastal,RICH,CPMI,Low,Channel Sinuosity,16,1.125462868,6
RICH_02,Richmond Battlefield MP,RICH,CPMI,Trib. of Chickahominy River,Low gradient,Coastal,RICH,CPMI,Low,Vegetation,12.66666667,1.406334874,6
RICH_02,Richmond Battlefield MP,RICH,CPMI,Trib. of Chickahominy River,Low gradient,Coastal,RICH,CPMI,Low,Bank Stability,10.66666667,0.954521404,6
RICH_02,Richmond Battlefield MP,RICH,CPMI,Trib. of Chickahominy River,Low gradient,Coastal,RICH,CPMI,Low,Riparian Veg Zone,19.33333333,0.421637021,6
RICH_02,Richmond Battlefield MP,RICH,CPMI,Trib. of Chickahominy River,Low gradient,Coastal,RICH,CPMI,Low,Total Score,117.8333333,7.286593473,6
RICH_03,Richmond Battlefield MP,RICH,CPMI,Boatswain Creek,Low gradient,Coastal,RICH,CPMI,Low,Epifaunal Substrate,13,0.40824829,4
RICH_03,Richmond Battlefield MP,RICH,CPMI,Boatswain Creek,Low gradient,Coastal,RICH,CPMI,Low,Pool Substrate,12.75,0.25,4
RICH_03,Richmond Battlefield MP,RICH,CPMI,Boatswain Creek,Low gradient,Coastal,RICH,CPMI,Low,Pool Variability,14.25,0.478713554,4
RICH_03,Richmond Battlefield MP,RICH,CPMI,Boatswain Creek,Low gradient,Coastal,RICH,CPMI,Low,Sediment Deposition,12.5,0.645497224,4
RICH_03,Richmond Battlefield MP,RICH,CPMI,Boatswain Creek,Low gradient,Coastal,RICH,CPMI,Low,Channel Flow Status,12.5,0.645497224,4
RICH_03,Richmond Battlefield MP,RICH,CPMI,Boatswain Creek,Low gradient,Coastal,RICH,CPMI,Low,Channel Alteration,20,0,4
RICH_03,Richmond Battlefield MP,RICH,CPMI,Boatswain Creek,Low gradient,Coastal,RICH,CPMI,Low,Channel Sinuosity,16,0.707106781,4
RICH_03,Richmond Battlefield MP,RICH,CPMI,Boatswain Creek,Low gradient,Coastal,RICH,CPMI,Low,Vegetation,14.25,0.853912564,4
RICH_03,Richmond Battlefield MP,RICH,CPMI,Boatswain Creek,Low gradient,Coastal,RICH,CPMI,Low,Bank Stability,15.75,1.31497782,4
RICH_03,Richmond Battlefield MP,RICH,CPMI,Boatswain Creek,Low gradient,Coastal,RICH,CPMI,Low,Riparian Veg Zone,19.25,0.478713554,4
RICH_03,Richmond Battlefield MP,RICH,CPMI,Boatswain Creek,Low gradient,Coastal,RICH,CPMI,Low,Total Score,150.25,4.479118217,4
RICH_04,Richmond Battlefield MP,RICH,CPMI,Bloody Run,Low gradient,Coastal,RICH,CPMI,Low,Epifaunal Substrate,15.33333333,0.494413232,6
RICH_04,Richmond Battlefield MP,RICH,CPMI,Bloody Run,Low gradient,Coastal,RICH,CPMI,Low,Pool Substrate,14.16666667,0.401386486,6
RICH_04,Richmond Battlefield MP,RICH,CPMI,Bloody Run,Low gradient,Coastal,RICH,CPMI,Low,Pool Variability,13.16666667,1.013793755,6
RICH_04,Richmond Battlefield MP,RICH,CPMI,Bloody Run,Low gradient,Coastal,RICH,CPMI,Low,Sediment Deposition,15,1.316561177,6
RICH_04,Richmond Battlefield MP,RICH,CPMI,Bloody Run,Low gradient,Coastal,RICH,CPMI,Low,Channel Flow Status,17.5,0.718795288,6
RICH_04,Richmond Battlefield MP,RICH,CPMI,Bloody Run,Low gradient,Coastal,RICH,CPMI,Low,Channel Alteration,20,0,6
RICH_04,Richmond Battlefield MP,RICH,CPMI,Bloody Run,Low gradient,Coastal,RICH,CPMI,Low,Channel Sinuosity,18.33333333,0.666666667,6
RICH_04,Richmond Battlefield MP,RICH,CPMI,Bloody Run,Low gradient,Coastal,RICH,CPMI,Low,Vegetation,19.33333333,0.421637021,6
RICH_04,Richmond Battlefield MP,RICH,CPMI,Bloody Run,Low gradient,Coastal,RICH,CPMI,Low,Bank Stability,18.66666667,0.843274043,6
RICH_04,Richmond Battlefield MP,RICH,CPMI,Bloody Run,Low gradient,Coastal,RICH,CPMI,Low,Riparian Veg Zone,20,0,6
RICH_04,Richmond Battlefield MP,RICH,CPMI,Bloody Run,Low gradient,Coastal,RICH,CPMI,Low,Total Score,171.5,5.123475383,6
RICH_05,Richmond Battlefield MP,RICH,CPMI,Totopotomy Creek,Low gradient,Coastal,RICH,CPMI,Low,Epifaunal Substrate,15.71428571,0.285714286,7
RICH_05,Richmond Battlefield MP,RICH,CPMI,Totopotomy Creek,Low gradient,Coastal,RICH,CPMI,Low,Pool Substrate,14.14285714,0.508432298,7
RICH_05,Richmond Battlefield MP,RICH,CPMI,Totopotomy Creek,Low gradient,Coastal,RICH,CPMI,Low,Pool Variability,14.42857143,0.480928807,7
RICH_05,Richmond Battlefield MP,RICH,CPMI,Totopotomy Creek,Low gradient,Coastal,RICH,CPMI,Low,Sediment Deposition,12.85714286,0.594761714,7
RICH_05,Richmond Battlefield MP,RICH,CPMI,Totopotomy Creek,Low gradient,Coastal,RICH,CPMI,Low,Channel Flow Status,15.42857143,0.649437224,7
RICH_05,Richmond Battlefield MP,RICH,CPMI,Totopotomy Creek,Low gradient,Coastal,RICH,CPMI,Low,Channel Alteration,18.85714286,1.142857143,7
RICH_05,Richmond Battlefield MP,RICH,CPMI,Totopotomy Creek,Low gradient,Coastal,RICH,CPMI,Low,Channel Sinuosity,14.28571429,1.062662553,7
RICH_05,Richmond Battlefield MP,RICH,CPMI,Totopotomy Creek,Low gradient,Coastal,RICH,CPMI,Low,Vegetation,14.14285714,1.03345402,7
RICH_05,Richmond Battlefield MP,RICH,CPMI,Totopotomy Creek,Low gradient,Coastal,RICH,CPMI,Low,Bank Stability,12.85714286,1.078547776,7
RICH_05,Richmond Battlefield MP,RICH,CPMI,Totopotomy Creek,Low gradient,Coastal,RICH,CPMI,Low,Riparian Veg Zone,15.85714286,0.884484553,7
RICH_05,Richmond Battlefield MP,RICH,CPMI,Totopotomy Creek,Low gradient,Coastal,RICH,CPMI,Low,Total Score,148.5714286,4.292058796,7
RICH_07,Richmond Battlefield MP,RICH,CPMI,Western Run,Low gradient,Coastal,RICH,CPMI,Low,Epifaunal Substrate,7.5,0.5,2
RICH_07,Richmond Battlefield MP,RICH,CPMI,Western Run,Low gradient,Coastal,RICH,CPMI,Low,Pool Substrate,13.5,0.5,2
RICH_07,Richmond Battlefield MP,RICH,CPMI,Western Run,Low gradient,Coastal,RICH,CPMI,Low,Pool Variability,10.5,0.5,2
RICH_07,Richmond Battlefield MP,RICH,CPMI,Western Run,Low gradient,Coastal,RICH,CPMI,Low,Sediment Deposition,11.5,0.5,2
RICH_07,Richmond Battlefield MP,RICH,CPMI,Western Run,Low gradient,Coastal,RICH,CPMI,Low,Channel Flow Status,12.5,0.5,2
RICH_07,Richmond Battlefield MP,RICH,CPMI,Western Run,Low gradient,Coastal,RICH,CPMI,Low,Channel Alteration,17.5,1.5,2
RICH_07,Richmond Battlefield MP,RICH,CPMI,Western Run,Low gradient,Coastal,RICH,CPMI,Low,Channel Sinuosity,13,0,2
RICH_07,Richmond Battlefield MP,RICH,CPMI,Western Run,Low gradient,Coastal,RICH,CPMI,Low,Vegetation,16,2,2
RICH_07,Richmond Battlefield MP,RICH,CPMI,Western Run,Low gradient,Coastal,RICH,CPMI,Low,Bank Stability,16,2,2
RICH_07,Richmond Battlefield MP,RICH,CPMI,Western Run,Low gradient,Coastal,RICH,CPMI,Low,Riparian Veg Zone,18,0,2
RICH_07,Richmond Battlefield MP,RICH,CPMI,Western Run,Low gradient,Coastal,RICH,CPMI,Low,Total Score,136,0,2
