"Park","Park_Code","State_MMI","Stream_Name","Loc_Name","year","Microhabitat","variable","value"
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","BOC","EPT Family Richness",2
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","LP","EPT Family Richness",8
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","M","EPT Family Richness",4
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","RIF","EPT Family Richness",9
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","RMUB","EPT Family Richness",10
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","SS","EPT Family Richness",0
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","LOG","EPT Family Richness",6
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","LP","EPT Family Richness",9
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","RIF","EPT Family Richness",10
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","RMUB","EPT Family Richness",12
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","LOG","EPT Family Richness",6
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","LP","EPT Family Richness",6
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","RIF","EPT Family Richness",12
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","RMUB","EPT Family Richness",7
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","SS","EPT Family Richness",2
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","LOG","EPT Family Richness",5
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","LP","EPT Family Richness",8
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","RIF","EPT Family Richness",12
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","RMUB","EPT Family Richness",9
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","LOG","EPT Family Richness",4
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","LP","EPT Family Richness",9
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","RIF","EPT Family Richness",12
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","RMUB","EPT Family Richness",10
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","LOG","EPT Family Richness",6
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","LP","EPT Family Richness",3
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","RIF","EPT Family Richness",8
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","RMUB","EPT Family Richness",7
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","LOG","EPT Family Richness",6
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","LP","EPT Family Richness",5
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","RIF","EPT Family Richness",10
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","RMUB","EPT Family Richness",6
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","LOG","EPT Family Richness",5
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","LP","EPT Family Richness",9
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","RIF","EPT Family Richness",9
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","RMUB","EPT Family Richness",4
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","BOC","EPT Family Richness",1
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","LP","EPT Family Richness",5
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","RIF","EPT Family Richness",13
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","RMUB","EPT Family Richness",2
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","SS","EPT Family Richness",0
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","LOG","EPT Family Richness",3
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","LP","EPT Family Richness",3
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","RIF","EPT Family Richness",4
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","RMUB","EPT Family Richness",7
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","LOG","EPT Family Richness",2
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","LP","EPT Family Richness",2
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","RIF","EPT Family Richness",3
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","RMUB","EPT Family Richness",3
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","LOG","EPT Family Richness",3
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","LP","EPT Family Richness",5
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","RIF","EPT Family Richness",7
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","RMUB","EPT Family Richness",5
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","LOG","EPT Family Richness",1
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","LP","EPT Family Richness",3
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","RIF","EPT Family Richness",5
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","RMUB","EPT Family Richness",3
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","LP","EPT Family Richness",1
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","RIF","EPT Family Richness",9
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","RMUB","EPT Family Richness",3
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","BOC","EPT Family Richness",3
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","LP","EPT Family Richness",6
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","RIF","EPT Family Richness",10
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","RMUB","EPT Family Richness",7
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","SS","EPT Family Richness",1
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","LOG","EPT Family Richness",6
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","LP","EPT Family Richness",5
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","RIF","EPT Family Richness",8
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","RMUB","EPT Family Richness",10
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","LP","EPT Family Richness",7
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","RIF","EPT Family Richness",9
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","RMUB","EPT Family Richness",8
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","LP","EPT Family Richness",9
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","RIF","EPT Family Richness",8
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","RMUB","EPT Family Richness",8
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","LOG","EPT Family Richness",4
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","RIF","EPT Family Richness",5
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","RMUB","EPT Family Richness",5
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","LP","EPT Family Richness",6
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","RIF","EPT Family Richness",8
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","RMUB","EPT Family Richness",9
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","LOG","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","LP","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","RIF","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","RMUB","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","SS","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","LOG","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","LP","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","RIF","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","RMUB","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","LOG","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","LP","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","RIF","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","RMUB","EPT Family Richness",3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","LOG","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","LP","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","RIF","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","RMUB","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","LOG","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","LP","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","RIF","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","RMUB","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","LOG","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","LP","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","RIF","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","RMUB","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","LOG","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","LP","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","M","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","RIF","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","RMUB","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","SS","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","LOG","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","LP","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","RIF","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","RMUB","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","LOG","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","LP","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","RIF","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","RMUB","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","SS","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2010","LOG","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2010","RIF","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2010","RMUB","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","LOG","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","LP","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","RIF","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","RMUB","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","LOG","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","LP","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","RIF","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","RMUB","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","LOG","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","LP","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","RIF","EPT Family Richness",3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","RMUB","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","LOG","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","LP","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","RIF","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","RMUB","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","LOG","EPT Family Richness",8
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","LP","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","RIF","EPT Family Richness",8
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","RMUB","EPT Family Richness",8
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","SS","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2010","LP","EPT Family Richness",3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2010","RIF","EPT Family Richness",8
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2010","RMUB","EPT Family Richness",8
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","LOG","EPT Family Richness",9
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","LP","EPT Family Richness",7
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","RIF","EPT Family Richness",10
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","RMUB","EPT Family Richness",10
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","LOG","EPT Family Richness",3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","LP","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","RIF","EPT Family Richness",7
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","RMUB","EPT Family Richness",5
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","LOG","EPT Family Richness",5
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","LP","EPT Family Richness",5
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","RIF","EPT Family Richness",7
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","RMUB","EPT Family Richness",6
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","LOG","EPT Family Richness",3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","LP","EPT Family Richness",5
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","RIF","EPT Family Richness",10
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","RMUB","EPT Family Richness",5
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","LOG","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","LP","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","M","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","RIF","EPT Family Richness",5
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","RMUB","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","SS","EPT Family Richness",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","LOG","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","LP","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","M","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","RIF","EPT Family Richness",6
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","RMUB","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","LOG","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","LP","EPT Family Richness",3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","M","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","RIF","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","RMUB","EPT Family Richness",3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","LOG","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","LP","EPT Family Richness",3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","RIF","EPT Family Richness",5
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","RMUB","EPT Family Richness",5
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","LOG","EPT Family Richness",1
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","LP","EPT Family Richness",2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","M","EPT Family Richness",3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","RIF","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","RMUB","EPT Family Richness",3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","LOG","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","LP","EPT Family Richness",4
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","RIF","EPT Family Richness",6
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","RMUB","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2009","LP","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2009","M","EPT Family Richness",3
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2009","RIF","EPT Family Richness",3
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2009","RMUB","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2010","RIF","EPT Family Richness",4
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2010","RMUB","EPT Family Richness",3
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2011","LOG","EPT Family Richness",2
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2011","LP","EPT Family Richness",3
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2011","RIF","EPT Family Richness",7
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2011","RMUB","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2012","RIF","EPT Family Richness",7
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2012","RMUB","EPT Family Richness",0
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2013","RIF","EPT Family Richness",6
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2013","RMUB","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2014","LP","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2014","RIF","EPT Family Richness",2
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2014","RMUB","EPT Family Richness",2
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2009","RIF","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2009","RMUB","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2009","SS","EPT Family Richness",0
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2010","LOG","EPT Family Richness",0
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2010","M","EPT Family Richness",0
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2010","RIF","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2010","RMUB","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2009","BOC","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2009","LP","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2009","RIF","EPT Family Richness",3
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2009","RMUB","EPT Family Richness",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2009","SS","EPT Family Richness",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2010","LOG","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2010","LP","EPT Family Richness",3
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2010","RIF","EPT Family Richness",3
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2010","RMUB","EPT Family Richness",5
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2011","LOG","EPT Family Richness",2
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2011","LP","EPT Family Richness",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2011","RIF","EPT Family Richness",2
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2011","RMUB","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2012","LOG","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2012","LP","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2012","RIF","EPT Family Richness",4
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2012","RMUB","EPT Family Richness",2
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2013","LOG","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2013","LP","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2013","RIF","EPT Family Richness",3
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2013","RMUB","EPT Family Richness",2
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2014","LOG","EPT Family Richness",2
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2014","LP","EPT Family Richness",1
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2014","RIF","EPT Family Richness",4
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2014","RMUB","EPT Family Richness",4
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2009","LP","EPT Family Richness",6
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2009","RIF","EPT Family Richness",7
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2009","SS","EPT Family Richness",0
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2010","LOG","EPT Family Richness",2
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2010","LP","EPT Family Richness",6
