"Park","Park_Code","State_MMI","Stream_Name","Loc_Name","year","Microhabitat","variable","value"
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2012","multi","Modified Becks Index",9
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2009","multi","Modified Becks Index",0
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2010","multi","Modified Becks Index",16
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2011","multi","Modified Becks Index",20
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2012","multi","Modified Becks Index",19
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2013","multi","Modified Becks Index",7
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2014","multi","Modified Becks Index",16
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2009","multi","Modified Becks Index",3
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2010","multi","Modified Becks Index",1
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2011","multi","Modified Becks Index",3
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2012","multi","Modified Becks Index",3
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2013","multi","Modified Becks Index",3
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2014","multi","Modified Becks Index",0
"Richmond Battlefield MP","RICH","CPMI","Western Run","RICH_07","2009","multi","Modified Becks Index",0
"Richmond Battlefield MP","RICH","CPMI","Western Run","RICH_07","2010","multi","Modified Becks Index",0
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2009","multi","Modified Becks Index",2
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2010","multi","Modified Becks Index",2
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2011","multi","Modified Becks Index",0
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2012","multi","Modified Becks Index",0
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2013","multi","Modified Becks Index",1
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2014","multi","Modified Becks Index",2
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","BOC","Shannon-Weaver Index",0.502792279620078
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","LP","Shannon-Weaver Index",1.95440681525057
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","M","Shannon-Weaver Index",1.35847625906961
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","RIF","Shannon-Weaver Index",2.13789829515651
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","RMUB","Shannon-Weaver Index",1.92016422829589
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","SS","Shannon-Weaver Index",0.325082973391448
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","LOG","Shannon-Weaver Index",1.06673159879842
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","LP","Shannon-Weaver Index",1.37449509138392
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","RIF","Shannon-Weaver Index",2.11830337490389
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","RMUB","Shannon-Weaver Index",2.33014119094146
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","LOG","Shannon-Weaver Index",1.87137529338605
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","LP","Shannon-Weaver Index",1.47166455381217
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","RIF","Shannon-Weaver Index",2.03106436073022
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","RMUB","Shannon-Weaver Index",1.99445273099686
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","SS","Shannon-Weaver Index",0.950270539233235
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","LOG","Shannon-Weaver Index",0.858754317383799
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","LP","Shannon-Weaver Index",1.60738642929374
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","RIF","Shannon-Weaver Index",1.493854667964
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","RMUB","Shannon-Weaver Index",2.37110876825717
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","LOG","Shannon-Weaver Index",1.80901028426687
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","LP","Shannon-Weaver Index",1.50363836318007
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","RIF","Shannon-Weaver Index",2.10155161002055
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","RMUB","Shannon-Weaver Index",2.06524397443832
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","LOG","Shannon-Weaver Index",1.54864755910739
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","LP","Shannon-Weaver Index",1.64278715981223
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","RIF","Shannon-Weaver Index",2.07873723187345
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","RMUB","Shannon-Weaver Index",1.81990282860844
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","LOG","Shannon-Weaver Index",1.81461808121545
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","LP","Shannon-Weaver Index",1.59881670226874
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","RIF","Shannon-Weaver Index",2.26258987211921
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","RMUB","Shannon-Weaver Index",1.98790879592554
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","LOG","Shannon-Weaver Index",1.62873946768374
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","LP","Shannon-Weaver Index",2.1199436586786
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","RIF","Shannon-Weaver Index",2.06521671547154
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","RMUB","Shannon-Weaver Index",1.6420833970455
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","BOC","Shannon-Weaver Index",0.269293796077601
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","LP","Shannon-Weaver Index",1.64247076462215
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","RIF","Shannon-Weaver Index",2.57560962828161
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","RMUB","Shannon-Weaver Index",0.652157952634395
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","SS","Shannon-Weaver Index",0
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","LOG","Shannon-Weaver Index",1.17865499634165
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","LP","Shannon-Weaver Index",1.48781671640145
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","RIF","Shannon-Weaver Index",2.01402271235333
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","RMUB","Shannon-Weaver Index",1.33221425327247
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","LOG","Shannon-Weaver Index",1.07368974525934
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","LP","Shannon-Weaver Index",0.85321546770911
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","RIF","Shannon-Weaver Index",1.42193000562543
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","RMUB","Shannon-Weaver Index",1.3425693878642
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","LOG","Shannon-Weaver Index",1.50491922765264
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","LP","Shannon-Weaver Index",1.29373785694463
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","RIF","Shannon-Weaver Index",2.24865913740537
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","RMUB","Shannon-Weaver Index",2.15151538392587
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","LOG","Shannon-Weaver Index",0.334221146213383
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","LP","Shannon-Weaver Index",1.23977278301811
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","RIF","Shannon-Weaver Index",1.38038315216446
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","RMUB","Shannon-Weaver Index",1.28789536321128
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","LP","Shannon-Weaver Index",1.03972077083992
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","RIF","Shannon-Weaver Index",2.09108639753114
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","RMUB","Shannon-Weaver Index",2.06206954130016
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","BOC","Shannon-Weaver Index",1.21916642482694
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","LP","Shannon-Weaver Index",1.52333477658491
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","RIF","Shannon-Weaver Index",1.80439987898637
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","RMUB","Shannon-Weaver Index",2.20515510119946
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","SS","Shannon-Weaver Index",0.562335144618808
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","LOG","Shannon-Weaver Index",1.94084303274077
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","LP","Shannon-Weaver Index",1.95424561772933
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","RIF","Shannon-Weaver Index",2.20703055683756
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","RMUB","Shannon-Weaver Index",1.91866403823798
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","LP","Shannon-Weaver Index",1.95965949176599
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","RIF","Shannon-Weaver Index",2.4277883532026
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","RMUB","Shannon-Weaver Index",2.07889147415429
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","LP","Shannon-Weaver Index",1.9585539927623
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","RIF","Shannon-Weaver Index",1.90390716936724
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","RMUB","Shannon-Weaver Index",1.79809856712279
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","LOG","Shannon-Weaver Index",1.43830814576024
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","RIF","Shannon-Weaver Index",1.78249495471691
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","RMUB","Shannon-Weaver Index",1.61321572538003
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","LP","Shannon-Weaver Index",1.92847221134371
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","RIF","Shannon-Weaver Index",2.54784170205435
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","RMUB","Shannon-Weaver Index",2.55434835164336
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","LOG","Shannon-Weaver Index",0.931705552153703
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","LP","Shannon-Weaver Index",0.653914971496659
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","RIF","Shannon-Weaver Index",0.693726674570952
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","RMUB","Shannon-Weaver Index",1.54939050716664
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","SS","Shannon-Weaver Index",0.688567369302283
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","LOG","Shannon-Weaver Index",0.687259236296586
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","LP","Shannon-Weaver Index",0.631441366655791
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","RIF","Shannon-Weaver Index",0.920665608346456
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","RMUB","Shannon-Weaver Index",1.08107267953436
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","LOG","Shannon-Weaver Index",0.672482108049868
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","LP","Shannon-Weaver Index",0.429210162442658
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","RIF","Shannon-Weaver Index",0.656924534651661
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","RMUB","Shannon-Weaver Index",1.13979752407165
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","LOG","Shannon-Weaver Index",0.167944147734173
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","LP","Shannon-Weaver Index",0.835153573683997
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","RIF","Shannon-Weaver Index",0.430234368657252
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","RMUB","Shannon-Weaver Index",0.926907559390993
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","LOG","Shannon-Weaver Index",0.553629590639403
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","LP","Shannon-Weaver Index",0.28732553208578
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","RIF","Shannon-Weaver Index",0.197341896624531
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","RMUB","Shannon-Weaver Index",0.805515445287524
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","LOG","Shannon-Weaver Index",0.933082827634678
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","LP","Shannon-Weaver Index",0.388734390220929
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","RIF","Shannon-Weaver Index",0.118686306059992
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","RMUB","Shannon-Weaver Index",1.67253858108965
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","LOG","Shannon-Weaver Index",1.37605528526042
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","LP","Shannon-Weaver Index",1.1655244399347
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","M","Shannon-Weaver Index",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","RIF","Shannon-Weaver Index",1.2273669558183
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","RMUB","Shannon-Weaver Index",0.336495757583516
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","SS","Shannon-Weaver Index",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","LOG","Shannon-Weaver Index",0.680629487891663
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","LP","Shannon-Weaver Index",1.5498260458782
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","RIF","Shannon-Weaver Index",1.74521712433992
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","RMUB","Shannon-Weaver Index",0.655481773901393
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","LOG","Shannon-Weaver Index",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","LP","Shannon-Weaver Index",0.673011667009257
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","RIF","Shannon-Weaver Index",1.28487876782417
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","RMUB","Shannon-Weaver Index",0.562335144618808
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","SS","Shannon-Weaver Index",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2010","LOG","Shannon-Weaver Index",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2010","RIF","Shannon-Weaver Index",1.42706104338072
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2010","RMUB","Shannon-Weaver Index",1.42706104338072
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","LOG","Shannon-Weaver Index",0.335790946877268
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","LP","Shannon-Weaver Index",0.600166073159646
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","RIF","Shannon-Weaver Index",1.58843007598881
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","RMUB","Shannon-Weaver Index",1.14839214282331
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","LOG","Shannon-Weaver Index",0.286835983056161
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","LP","Shannon-Weaver Index",0.562335144618808
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","RIF","Shannon-Weaver Index",0.688567369302283
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","RMUB","Shannon-Weaver Index",0.556646903582107
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","LOG","Shannon-Weaver Index",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","LP","Shannon-Weaver Index",1.03972077083992
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","RIF","Shannon-Weaver Index",1.87627358443028
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","RMUB","Shannon-Weaver Index",1.01140426470735
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","LOG","Shannon-Weaver Index",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","LP","Shannon-Weaver Index",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","RIF","Shannon-Weaver Index",1.49417513828931
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","RMUB","Shannon-Weaver Index",1.48612412879462
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","LOG","Shannon-Weaver Index",1.83491481351281
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","LP","Shannon-Weaver Index",1.31113491483363
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","RIF","Shannon-Weaver Index",1.58564361467509
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","RMUB","Shannon-Weaver Index",2.46238540550382
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","SS","Shannon-Weaver Index",0.249702057694959
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2010","LP","Shannon-Weaver Index",1.31402484240395
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2010","RIF","Shannon-Weaver Index",1.2030785887637
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2010","RMUB","Shannon-Weaver Index",1.62944153120194
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","LOG","Shannon-Weaver Index",1.95002474628761
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","LP","Shannon-Weaver Index",1.35158184948486
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","RIF","Shannon-Weaver Index",2.10856049700357
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","RMUB","Shannon-Weaver Index",2.25962403555887
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","LOG","Shannon-Weaver Index",0.662445281173431
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","LP","Shannon-Weaver Index",0.808523291865838
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","RIF","Shannon-Weaver Index",1.47214091034786
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","RMUB","Shannon-Weaver Index",1.53188417615125
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","LOG","Shannon-Weaver Index",0.907587500706813
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","LP","Shannon-Weaver Index",1.88444445006262
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","RIF","Shannon-Weaver Index",1.39189073461901
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","RMUB","Shannon-Weaver Index",1.46754013741521
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","LOG","Shannon-Weaver Index",1.42412991734677
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","LP","Shannon-Weaver Index",1.7246615861588
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","RIF","Shannon-Weaver Index",1.79855144878366
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","RMUB","Shannon-Weaver Index",1.96418107404265
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","LOG","Shannon-Weaver Index",1.97920451743432
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","LP","Shannon-Weaver Index",1.07210806364345
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","M","Shannon-Weaver Index",1.97878201835325
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","RIF","Shannon-Weaver Index",0.88281572019025
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","RMUB","Shannon-Weaver Index",1.64554283877538
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","SS","Shannon-Weaver Index",0.959614793912049
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","LOG","Shannon-Weaver Index",1.59617762769074
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","LP","Shannon-Weaver Index",1.72061281667371
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","M","Shannon-Weaver Index",1.34584715381824
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","RIF","Shannon-Weaver Index",2.11325165174414
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","RMUB","Shannon-Weaver Index",1.84644685253595
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","LOG","Shannon-Weaver Index",1.89145328081297
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","LP","Shannon-Weaver Index",1.67065077948324
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","M","Shannon-Weaver Index",1.89612125830006
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","RIF","Shannon-Weaver Index",1.95821184530334
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","RMUB","Shannon-Weaver Index",1.80559467493929
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","LOG","Shannon-Weaver Index",1.51710639706103
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","LP","Shannon-Weaver Index",1.64466809785257
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","RIF","Shannon-Weaver Index",1.49357505006995
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","RMUB","Shannon-Weaver Index",2.10997252582854
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","LOG","Shannon-Weaver Index",1.70016494241458
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","LP","Shannon-Weaver Index",1.58735546985336
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","M","Shannon-Weaver Index",1.18867055147345
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","RIF","Shannon-Weaver Index",1.24171828170319
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","RMUB","Shannon-Weaver Index",1.97581892081561
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","LOG","Shannon-Weaver Index",1.863679987341
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","LP","Shannon-Weaver Index",1.72120649716404
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","RIF","Shannon-Weaver Index",1.05356996208791
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","RMUB","Shannon-Weaver Index",1.42524932459902
